,x,y,label
0,-0.4696641817752175,-0.6909203615651239,1
1,1.0559804716501517,-0.23046474215375007,0
2,-0.7561800869197102,0.33439112267340576,1
3,-0.12738635919286503,0.9980329871580373,0
4,0.5975231366507918,-0.7709311740371799,0
5,-0.7689589396329155,0.3396478733292242,1
6,0.7405364623881059,-0.14365262586409686,1
7,-0.9153439114165401,0.2905852991305641,0
8,0.2737936596910622,-0.7541858211051138,1
9,-0.0517812802423513,-0.8709845743651426,1
10,-0.7127259985628653,0.6990659772722573,0
11,0.6381112578268798,0.3878538725065828,1
12,-0.9608063498914222,-0.32585629215278217,0
13,-0.8137990281454611,-0.17043753045070553,1
14,-0.09997218368908001,1.0889954323838322,0
15,0.6055005673003433,-0.5074285591291474,1
16,-0.5449659794885671,-0.6119201826199411,1
17,-0.5317188576010673,0.625584183444392,1
18,0.30064808952484223,-0.6937454093875547,1
19,0.8545902761821074,-0.16691636745633376,0
20,-0.024661448489159805,-0.776925015544338,1
21,-0.1460716559224517,-1.0034231913250111,0
22,1.0537266315269678,0.003712933456527394,0
23,0.11283473293527137,0.9993984138655128,0
24,0.5997778874061952,0.8175174542615986,0
25,0.8783751775082616,0.05627532818685093,1
26,0.7478884778279787,-0.05595494671435057,1
27,-0.20806377603603055,-0.8974393307191518,0
28,-0.5838324581534275,-0.5674806211178871,1
29,-0.334046244650569,0.8138908685913822,1
30,-0.9818202399527245,-0.18704680234459434,0
31,-0.5674836656959785,-0.6568258888310792,0
32,0.9919638745893447,0.26156191245219595,0
33,0.6767586525088153,-0.5996810519787039,0
34,0.5544764073642608,0.854657133258077,0
35,-0.8760352410542479,0.5961605785430023,0
36,0.7945835476630949,0.03555726158088163,1
37,0.08667871083364341,-0.7733906711555957,1
38,0.351723782626252,0.7362202136285055,1
39,0.8157447811043901,-0.536512623543471,0
40,-0.012525442884132723,0.8322707971112108,1
41,-0.13690421552956222,0.7793502933312941,1
42,0.524178653209349,-0.6783782249235254,1
43,-0.22952199696900344,-0.9816720657898157,0
44,-1.0193377767688683,-0.18447772461639633,0
45,-0.6238506428512837,-0.3854946286282033,1
46,-0.32161948505841,0.9460753359084855,0
47,0.1569723061710253,-1.051408133397988,0
48,0.3802824441113831,-0.9286645332936454,0
49,0.7266385763196768,0.2500118963511951,1
50,0.7228813321215211,-0.3593529649612516,1
51,0.4884013190507914,-0.9056036622010843,0
52,0.6532758705650754,0.7064307659768903,0
53,0.5696588354065891,-0.5688108333088692,1
54,0.2358974490043434,-0.8558424536782264,0
55,0.8294475684470648,0.18257510819013834,1
56,0.6282011194937087,-0.4265479671663848,1
57,0.056538133328581014,-0.9739520177813196,0
58,0.6117051727775776,0.7175435940231251,0
59,0.724862050802894,-0.5856106617853475,0
60,0.05615779115627216,0.855248808985926,1
61,-0.7224191461932131,-0.7319362557726865,0
62,0.7234070896611253,-0.21099354950125682,1
63,0.5964106932558059,0.8017063447494766,0
64,-0.7121318466639139,0.4624877290567524,1
65,-0.1700943542582514,0.6880427324105081,1
66,-0.2518497519052388,-0.6383136013159739,1
67,0.6709147681634423,0.7869951695899738,0
68,0.022432187861245227,0.809510180019791,1
69,0.18104815654378756,-0.7563815502741006,1
70,-0.4487459677476151,0.6668056445922349,1
71,-0.7163019168710802,-0.668709024239586,0
72,0.3743800822438935,0.8397468549399694,1
73,-0.5397258478248113,0.7664606554838905,0
74,-0.6348190312745755,-0.4737809499511528,1
75,-0.9930384576598879,0.2935485448807348,0
76,0.597908695955203,-0.471824879152164,1
77,0.037850447752675744,0.7797047583466324,1
78,0.20875037086935302,0.8728106970730687,1
79,0.2160085579373649,0.8503863842918384,1
80,-0.470023373507465,0.8923137356032164,0
81,0.7540715291240025,-0.5990698333999639,0
82,0.6401481939779184,0.49840862542678926,1
83,0.7114678153431059,-0.7698103692836212,0
84,0.7807176372428156,-0.14086591624359202,1
85,-0.0377966004662429,0.7945425595072605,1
86,-0.48044283493470535,0.6207429608172869,1
87,0.5027943811773531,-0.6465444821777413,1
