,x,y,label
0,-2.7101375305967017,-5.2313857427832735,2
1,-5.173369176739827,6.590871509121326,1
2,5.693970721307554,-1.9855359047451326,0
3,-2.8599230293595417,-3.9799492244586165,2
4,-3.9334558468966154,-3.8345494315591533,2
5,7.7090007034896155,-0.74456100150461,0
6,-4.40379491038876,-3.6657609905385584,2
7,7.326445865844706,-1.983989225750816,0
8,-3.9083167951910784,-5.56300964857464,2
9,-6.948560242128613,5.266635199918992,1
10,-5.512538116492563,-4.52907370748079,2
11,-5.08889485584457,-5.2288143529806135,2
12,-3.3212942836427612,-4.4811899092416425,2
13,-7.411929850841688,5.427386300074555,1
14,8.241076068966805,-1.8145668284489893,0
15,7.602695899456406,-0.6324201180796554,0
16,6.7853503739829275,-3.183705642263642,0
17,-5.697907233479233,4.370091810362879,1
18,4.419320984904523,-2.0348885612144394,0
19,-3.5016813646886478,-3.490721487605664,2
20,-5.4575053829312905,4.3133791999866915,1
21,-4.378493633731007,-5.250603539297208,2
22,6.471490422126038,-0.9996743126705071,0
23,-3.199775706628858,-4.634067616319459,2
24,7.0725626588481045,-1.369059755661133,0
25,-4.192964163414967,6.705270913219261,1
26,-4.846739376803798,-5.938368781943952,2
27,-7.393031801195427,6.21981653575352,1
28,6.337397837946725,-2.990394302356026,0
29,8.892164290022052,-1.7713184986569774,0
30,-3.871793488104459,5.6114656535035605,1
31,-2.1442235370745433,-3.8180632236417456,2
32,-3.3604223460014873,3.885728190335913,1
33,6.875655247552455,-1.260197993067727,0
34,-6.579135256450767,6.064414114653827,1
35,-7.109747400054605,6.928356849307763,1
36,7.239417302512246,-0.7464039743389648,0
37,-5.833020734607346,5.34377429163283,1
38,5.817100694525501,-1.4312096766373301,0
39,3.7635790041317128,0.21963435602676795,0
40,-5.820454885295649,3.470408779969848,1
41,6.148070401408088,-1.0152839678484031,0
42,5.658559870182888,-2.562318534158697,0
43,-4.307621851172069,5.4479631253815315,1
44,6.096485224855846,-3.2174655670036363,0
45,-4.188029560146432,5.916093013951864,1
46,-2.725136120604284,-5.123321047210879,2
47,9.335052334764036,-1.6942946670725207,0
48,-3.4092614920883273,-3.6119970276147244,2
49,7.184330570797372,-0.6440593662841028,0
50,6.458900215381793,-1.5212611327748362,0
51,-4.418736539423666,7.708674849364725,1
52,6.425127450388887,-1.7126594654823306,0
53,-3.88673343321508,-3.766251184944731,2
54,-6.7822144789148355,5.6516759120539,1
55,-4.391625311686502,-4.291662379532221,2
56,-6.1050494996205735,5.923487027024754,1
57,-4.129189011547934,-2.6751231669580116,2
58,7.766372812400627,-2.070245982965818,0
59,-3.132238771587521,-4.542780639774063,2
60,-6.544832561615907,5.040926013783388,1
61,-2.35340791970156,-4.116191303157701,2
62,-3.2488250399255953,-4.241435412775545,2
63,-4.11880627896735,5.720226498290694,1
64,6.929983016584567,-0.14456691410662026,0
65,-6.9114714055482835,6.547707961280409,1
66,7.639910802548809,-1.5733421210595293,0
67,-3.6296871428930464,-3.470720850313472,2
68,-5.485061367575245,7.8417343094438,1
69,-6.182426356868512,5.901992657987855,1
70,-4.627230924036678,-4.043368461407621,2
71,-2.935046531620435,-3.7996611635642883,2
72,-5.064282634002959,4.821446942637817,1
73,-4.5296233053877915,-3.160598979271992,2
74,-2.9521001882719378,-4.056671660053562,2
75,6.375488352025797,1.0492365191326134,0
76,8.794173232038903,-1.4557373387595036,0
77,6.016129178058105,-0.702412391101488,0
78,-4.367530718313872,5.622187226140882,1
79,-4.353693010542379,-4.022998143505761,2
80,-2.172979842203354,-4.633215128764563,2
81,-3.2388181014186883,-4.661878742647259,2
82,-6.160264245581631,5.791412296823747,1
83,-6.1425091126701545,5.0560430882385985,1
84,-4.200606934207704,-3.8750784804931335,2
85,6.017089377290498,-0.723186753232054,0
86,7.4204234842885946,-0.9279982589658873,0
87,-5.933183005063248,4.783328636097564,1
88,-4.86748466665747,6.265928927334731,1
89,5.224040175327502,-0.5671026009124325,0
90,-6.547596998325767,7.148490310178891,1
91,-3.875347081613212,4.976473478719617,1
92,-5.044125327613557,6.443534771684055,1
93,7.272750961093405,-1.4872133832719845,0
94,-4.54616972043604,-4.845478592414565,2
95,6.110985144086151,-1.2491637388516879,0
96,-2.363187763660582,-2.736558387753253,2
97,-5.81632941834772,6.856302211606156,1
98,8.22921173685917,-1.1302346979934488,0
99,-3.6182264058981515,-3.502593091966638,2
